15
60
0,682025949	0,705969625	0,53342281	0,795726087	0,780671887	0,439011368	0,856375079	0,74873371	0,431050623	0,419210901	0,93968474	0,190349466	0,134796406	0,94417295	0,168543742	0,974840929	0,985189516	0,448103044	0,106696497	0,86025664	0,259933855	0,808981966	0,715623575	0,261626866	0,248460538	0,708377055	0,23253991	0,510989305	0,747108442	0,648779775	0,210752682	0,398770151	0,058092936	0,321865718	0,983945615	0,626067628	0,674729099	0,178562627	0,309800703	0,989813215	0,168104037	0,27882361	0,91101454	0,854248575	0,841909554	0,764930014	0,666566353	0,211320381	0,376091114	0,838873277	0,978365007	0,548238736	0,097037779	0,817671223	0,852042813	0,141570957	0,485749977	0,922262544	0,739670429	0,364316563
0,237104556	0,435446739	0,996681864	0,837944177	0,342967078	0,33690703	0,46474532	0,686048807	0,593366424	0,317290259	0,374293265	0,641140174	0,383967158	0,634437818	0,662334815	0,025959304	0,478514602	0,627728395	0,688573983	0,452271883	0,2444414	0,116268225	0,188455047	0,704827119	0,788708867	0,189771254	0,919633817	0,097160532	0,957653352	0,267303111	0,481574337	0,361929011	0,864122851	0,904096265	0,730655637	0,17586432	0,863246569	0,536989643	0,67436433	0,649102069	0,961937868	0,576112131	0,651442309	0,215547454	0,724708411	0,482684744	0,368032019	0,343284681	0,972073494	0,523747577	0,427162262	0,440860583	0,304878687	0,269748665	0,568906477	0,730036753	0,064980693	0,788866854	0,881571846	0,576831381
0,156730553	0,732563405	0,559131425	0,39922881	0,000579112	0,096295499	0,628757166	0,758499705	0,319541572	0,367057936	0,187307435	0,923169075	0,814062115	0,56071922	0,907411017	0,81078789	0,985370292	0,16208705	0,242879267	0,018239614	0,60409067	0,46228001	0,520308406	0,059099983	0,149658742	0,088372465	0,630788523	0,190833638	0,873028979	0,572055813	0,525387701	0,644160295	0,219859189	0,686591473	0,927241649	0,809872243	0,132133861	0,363132024	0,618992696	0,055228241	0,853422378	0,627258614	0,914157897	0,667630721	0,880950575	0,39323789	0,864734258	0,968066512	0,658053967	0,060123526	0,947587594	0,286098626	0,941148941	0,023252302	0,168890604	0,184938897	0,368782733	0,801087773	0,328439505	0,516975648
0,457041248	0,237042426	0,465524838	0,515654561	0,882611725	0,261446289	0,238539088	0,74045563	0,286386794	0,816061974	0,26002637	0,480543238	0,758500883	0,838830958	0,215692863	0,781768573	0,993071096	0,495678223	0,59399025	0,607220253	0,797427833	0,357223168	0,107453352	0,305962623	0,011156975	0,79737734	0,111879952	0,005382846	0,123345553	0,310268463	0,192964812	0,244904668	0,575219439	0,116279033	0,975202656	0,119359355	0,015820413	0,255778319	0,148154706	0,7120879	0,226049173	0,83100437	0,523296772	0,4595012	0,701011677	0,295219883	0,134884467	0,904509142	0,268201079	0,434865457	0,191733859	0,53976212	0,119230305	0,308017507	0,661359778	0,877130583	0,248063766	0,131335425	0,900716873	0,313823421
0,424461094	0,005292899	0,784419637	0,004243612	0,782881149	0,245883888	0,693326472	0,558829748	0,100277764	0,496663427	0,13872845	0,833337565	0,786973785	0,266557914	0,343840277	0,29381743	0,030783174	0,404755513	0,519085435	0,321230185	0,535700601	0,591997471	0,411021141	0,691361697	0,262566871	0,89591312	0,850499386	0,107567965	0,014203789	0,86305596	0,918879074	0,599348005	0,819544724	0,864851812	0,754662321	0,096081799	0,523183613	0,755998762	0,267999374	0,404435634	0,6183262	0,332426354	0,927239815	0,104440441	0,688473309	0,452419157	0,462251254	0,592424947	0,571253013	0,500489714	0,865966535	0,822288563	0,04305552	0,490979793	0,67816476	0,615816043	0,115279865	0,028309768	0,412582066	0,457063506
0,653216902	0,660326439	0,655127357	0,855522015	0,447452403	0,208862934	0,605586166	0,734137043	0,651850393	0,964085992	0,934421487	0,389812235	0,725721951	0,297391286	0,503151655	0,760660382	0,426362281	0,946218973	0,687337419	0,527846156	0,54795529	0,243952597	0,207353499	0,883303857	0,944331465	0,251657828	0,6706802	0,170635098	0,397492984	0,248969499	0,967826806	0,525965596	0,110323016	0,933074019	0,33940908	0,904088123	0,151697203	0,386273821	0,650664932	0,769462447	0,56517472	0,247496551	0,29165674	0,236976053	0,650830403	0,734175213	0,992232999	0,227804486	0,093342758	0,315469945	0,834047414	0,671709059	0,481449213	0,796370073	0,762702257	0,648326924	0,760699325	0,141155847	0,066013117	0,199465057
0,776419731	0,281176685	0,127421688	0,79605727	0,194837659	0,869994162	0,503971421	0,983391591	0,72108948	0,086580607	0,047490809	0,224148766	0,793854144	0,457361311	0,315754017	0,161852405	0,112206224	0,458786811	0,526741277	0,118153298	0,252375377	0,732976753	0,316195928	0,670802777	0,671663857	0,249781148	0,47156406	0,076092007	0,699580009	0,033187383	0,338312407	0,216016142	0,269828675	0,423140589	0,62460962	0,997205893	0,507582267	0,495805548	0,602693464	0,038891467	0,645921724	0,41952628	0,013818213	0,315101151	0,375312743	0,248402143	0,976609837	0,152611291	0,412888024	0,677727668	0,539932216	0,61313741	0,51368584	0,333005945	0,768508474	0,142869412	0,545918486	0,935428445	0,250035653	0,098954666
0,623722751	0,260122308	0,439657964	0,57311064	0,919748096	0,284101587	0,067644166	0,48521143	0,24552966	0,495821971	0,91302833	0,72918875	0,601214285	0,281813806	0,148818497	0,263973241	0,657224473	0,936180621	0,09232452	0,919617429	0,004470036	0,435303127	0,354354271	0,261991833	0,89938064	0,365919548	0,680123583	0,386322385	0,766342581	0,931738261	0,126857337	0,859708336	0,602735717	0,315405465	0,535407983	0,79609846	0,801236187	0,041801974	0,953131312	0,218734167	0,389121746	0,08559548	0,981202837	0,262904884	0,760173057	0,884056951	0,291386301	0,695943116	0,521828521	0,293597437	0,963734791	0,330067464	0,825520488	0,6141854	0,038785964	0,741920508	0,667167477	0,882446249	0,180958045	0,613020823
0,424809447	0,217996331	0,680684692	0,086286084	0,966619764	0,732801461	0,612013125	0,611396364	0,535785409	0,24468958	0,485174038	0,492242782	0,273385396	0,881440227	0,660086451	0,188518045	0,104836394	0,893099842	0,843451019	0,78297465	0,910201717	0,378184816	0,248982498	0,28714123	0,460031335	0,484343766	0,212479752	0,729070454	0,429285721	0,152914092	0,924257176	0,725559527	0,950035201	0,150195842	0,608946811	0,380079086	0,158109504	0,019193562	0,082479781	0,727932285	0,559855802	0,769560278	0,049085523	0,233430054	0,32154248	0,461107764	0,645890464	0,367506912	0,59291103	0,071158533	0,55587825	0,470684404	0,879771104	0,234646031	0,866953914	0,679679104	0,250956315	0,205502212	0,187494461	0,381820301
0,442659866	0,86732116	0,75720111	0,461374974	0,073912953	0,167015483	0,022355653	0,039196435	0,350968898	0,92084206	0,641973178	0,56281568	0,226718322	0,174272338	0,968570758	0,051727701	0,381866989	0,614434801	0,379851398	0,508812732	0,543130256	0,727190911	0,708361101	0,576634972	0,277813221	0,94199812	0,439503556	0,779991989	0,625145715	0,446356466	0,02661808	0,974495234	0,910038373	0,768853454	0,248737569	0,273264979	0,740034078	0,710952069	0,922624844	0,827351775	0,923563958	0,439489529	0,264348406	0,914448069	0,524295228	0,993191443	0,035983298	0,520191139	0,942243026	0,291896546	0,19545999	0,676904886	0,547516664	0,364799854	0,285798531	0,276138128	0,420994404	0,191344686	0,277939869	0,18845725
