40
15
0,188310466	0,876020028	0,601906053	0,91617568	0,738180318	0,347313633	0,56496024	0,964114228	0,156034389	0,447889346	0,916098558	0,492727055	0,604785571	0,192287583	0,624317811
0,345077984	0,104640911	0,118957517	0,85344918	0,768034677	0,763791098	0,264874207	0,427450416	0,855356801	0,471389296	0,794049769	0,850531102	0,732403826	0,242714829	0,628265637
0,227281371	0,068216169	0,449783709	0,158230386	0,746643024	0,234268676	0,879117059	0,254252957	0,53177283	0,676769839	0,684843003	0,18848647	0,116493275	0,83330688	0,54170626
0,475371382	0,558602002	0,86040696	0,431126778	0,071433235	0,097452661	0,929515816	0,117539635	0,372908632	0,02345339	0,526518962	0,065551312	0,938932183	0,659062648	0,094329388
0,71847559	0,054772919	0,71078292	0,61167499	0,913837356	0,62880895	0,192255406	0,189934824	0,411247522	0,570886204	0,348460343	0,731581757	0,18947321	0,405021304	0,838810377
0,285463542	0,236549683	0,543109256	0,887111996	0,789925784	0,518140361	0,285660316	0,419223568	0,737201415	0,209732624	0,324871133	0,875896915	0,328812243	0,795247931	0,109395857
0,064224463	0,72532373	0,716931234	0,838426802	0,623552138	0,075952107	0,09188427	0,29210211	0,274387969	0,718251356	0,77855416	0,175442317	0,182126555	0,633758286	0,695255541
0,369170506	0,924924041	0,917797269	0,377657095	0,471878144	0,873288326	0,278541163	0,73896848	0,281631926	0,796391686	0,419446574	0,947060339	0,34564589	0,424534116	0,874879849
0,250220136	0,868782493	0,872535564	0,625847143	0,386384872	0,604890548	0,32273613	0,955285396	0,415096372	0,696943625	0,065896608	0,823689515	0,846843996	0,075324822	0,582414314
0,650784867	0,522080889	0,938759773	0,336523234	0,773889047	0,930586662	0,26847597	0,490007931	0,995996228	0,829330534	0,500423413	0,7287643	0,374795828	0,181589557	0,984713043
0,253447495	0,21055592	0,790713747	0,185554379	0,745328597	0,338822341	0,586431093	0,707272161	0,568450465	0,79508185	0,765460801	0,462787596	0,410408262	0,041780122	0,224350335
0,17871781	0,636686316	0,721521591	0,712491958	0,287236373	0,76922173	0,40962065	0,99442486	0,026549228	0,582725303	0,465427203	0,230548909	0,669440352	0,176214229	0,636051567
0,986909707	0,932120941	0,176265488	0,400899304	0,256046007	0,155592628	0,80203341	0,079991371	0,732547996	0,066820751	0,371884905	0,253027114	0,812671702	0,604678112	0,836419749
0,330624851	0,184932921	0,196926594	0,843309197	0,139874688	0,580325757	0,252409846	0,03556158	0,918906681	0,101083301	0,018618291	0,643960176	0,205993539	0,644083704	0,717630548
0,750734475	0,621486182	0,169110499	0,27790372	0,031485117	0,940085605	0,905359485	0,319269321	0,396641888	0,521247984	0,023847807	0,503733327	0,782917103	0,474294639	0,171161182
0,521666216	0,638650156	0,000632796	0,439556841	0,220940769	0,826313268	0,57836512	0,709517642	0,299066677	0,129431615	0,222671033	0,142225717	0,601496647	0,323626667	0,505085077
0,524621525	0,848802366	0,987617873	0,838226972	0,949555297	0,499067897	0,626995357	0,790367055	0,138900385	0,378922083	0,478346265	0,274357298	0,775453359	0,68004312	0,444860195
0,046220023	0,06736797	0,922200169	0,532055934	0,577861836	0,104913458	0,725431786	0,876913681	0,496895178	0,089456544	0,819744951	0,908719943	0,837645281	0,411742296	0,715002957
0,925056591	0,724430441	0,298706108	0,325684372	0,77964352	0,99261973	0,940770156	0,932058557	0,4620406	0,420570617	0,669746244	0,479540248	0,797457065	0,783612841	0,295912611
0,716889537	0,833238955	0,950032537	0,325354649	0,704644587	0,652133513	0,232237618	0,534416565	0,172416907	0,676418978	0,190352484	0,514898342	0,684546004	0,190968622	0,446639608
0,955467793	0,107924157	0,211288537	0,987413703	0,24133054	0,931086862	0,635604394	0,455526245	0,346677536	0,659323056	0,681533697	0,113423818	0,343879852	0,464682489	0,251327218
0,694543666	0,57289356	0,00206786	0,273630936	0,066687143	0,009348465	0,340085593	0,521835174	0,332311249	0,222106764	0,013004908	0,411465122	0,244688167	0,70009004	0,757210992
0,392550378	0,922532363	0,191250286	0,17573458	0,993184239	0,753517374	0,744523214	0,272552932	0,538085059	0,76764499	0,831282797	0,819535959	0,902265208	0,817406849	0,008474154
0,289974069	0,702330984	0,015356995	0,202522444	0,828829365	0,990112964	0,222758313	0,769411579	0,636004929	0,927943372	0,336060319	0,474327167	0,040188603	0,684559064	0,548979069
0,341466561	0,160623008	0,235574801	0,568020252	0,469768197	0,647322976	0,028040831	0,321083937	0,212574837	0,01011644	0,859844484	0,730302212	0,54509048	0,515054758	0,372605073
0,610649255	0,867675929	0,346269413	0,273657698	0,106875436	0,824890859	0,162054216	0,450662565	0,619069235	0,929842212	0,579132692	0,813341324	0,33405859	0,471982192	0,058939393
0,777628685	0,657485635	0,390923198	0,34100924	0,766321274	0,3634102	0,75246152	0,419880925	0,282577011	0,525278428	0,937092231	0,552790333	0,781364931	0,274116403	0,243191385
0,297635086	0,601969387	0,849705739	0,442643588	0,486396983	0,1610702	0,092215877	0,078102258	0,750933011	0,878545245	0,481902708	0,329319493	0,166937011	0,501351927	0,657608929
0,702573763	0,56825696	0,821337685	0,784331273	0,153271028	0,413365154	0,153016472	0,41567349	0,446391011	0,77913574	0,774849746	0,751585227	0,415291303	0,542877032	0,819992479
0,532899394	0,94303994	0,214489403	0,546167388	0,153301963	0,298895448	0,243464966	0,732901958	0,99833982	0,866507494	0,821244511	0,685965096	0,661925102	0,784191699	0,502198851
0,916457006	0,207136825	0,653384632	0,199952394	0,381446153	0,445610679	0,784544823	0,543188133	0,994967469	0,03132573	0,921703327	0,750298918	0,758101758	0,296218634	0,75838254
0,296393938	0,601759193	0,380758942	0,346860174	0,438770238	0,038612095	0,211179692	0,601062814	0,749795574	0,854146502	0,165335133	0,388953326	0,203882724	0,151522726	0,775046402
0,322626615	0,195972713	0,570652763	0,700659675	0,380991711	0,934120105	0,383707719	0,673538432	0,581948404	0,898992478	0,784444645	0,002439242	0,900459276	0,980813539	0,57818375
0,817954866	0,653058872	0,419657235	0,804001544	0,958078491	0,574012268	0,338316706	0,698410233	0,942112866	0,577380448	0,869054641	0,930396982	0,165823478	0,602254232	0,261835633
0,71964288	0,001076303	0,664411692	0,160852897	0,187695024	0,924525342	0,234739985	0,164495221	0,247321445	0,760876042	0,223574863	0,80302689	0,588403415	0,0633775	0,780067358
0,3254978	0,380536624	0,092717242	0,72481825	0,943736768	0,152982614	0,414936918	0,672448684	0,654027769	0,126882936	0,880354495	0,127267045	0,417022797	0,048853582	0,40330201
0,888146456	0,414904827	0,836212762	0,80057478	0,32419663	0,971591702	0,465998104	0,000133513	0,407307954	0,823518619	0,612033791	0,548565144	0,628254336	0,034748286	0,398486292
0,851146575	0,723587702	0,509917354	0,458909831	0,572919896	0,549835017	0,944637971	0,295868519	0,406614762	0,875945055	0,01390984	0,717209336	0,077670131	0,50061793	0,564846454
0,244225898	0,286396892	0,604518973	0,589063893	0,713288504	0,083447392	0,926022071	0,489672438	0,586311121	0,259119891	0,654142709	0,460061299	0,516121138	0,338253184	0,008911162
0,685465229	0,758983386	0,417032216	0,871190276	0,603558359	0,340995964	0,607446901	0,470158531	0,418266629	0,234763478	0,03753579	0,81597404	0,706932461	0,596679294	0,382704777
